HH,EndPoint,C,E,M,V,OTH,FOLLOWUP
6440781,E5,,P+,,,,
6445180,E3,,P+,,,,
6447611,E1,P+,P+,,,,
6447674,E5,,P+,,,,
6449653,E1,P+,P+,,,,
6451237,E4,N-,,,,,
6452178,E4,,,,N-,,
6454784,E1,P+,P+,,P+,,
6456762,E5,,P+,,,,
6459141,E1,P+,P+,,,,
6462853,E6,N-,,,,,
6463810,E6,N-,,,,,
6467535,E3,,P+,,,,
6467923,E1,P+,P+,,,,
6469144,E1,P+,P+,,,,
6469656,E1,P+,P+,,P+,,
6470346,E3,,P+,,,,
6471509,E1,,P+,,,,
6473331,E3,P+,P+,,,,
6477659,E2,N-,,,,,
6477946,E3,,P+,,,,
6479062,E5,,P+,,,,
6479294,E6,N-,,,,,
6479755,E6,,,N-,,,
6481122,E3,,P+,,,,
6482514,E1,P+,P+,,,,
6483660,E5,P+,P+,,,,
6483932,E1,P+,P+,,,,
6483974,E4,,N-,,,,
6484300,E1,,P+,,,,
6484345,E5,,P+,,,,
6484532,E3,P+,P+,,,,
6484581,E4,N-,,,,,
6484657,E2,,,,N-,,
6484892,E1,P+,P+,,P+,,
6485650,E3,,P+,,,,
6486101,E1,,P+,,,,
6487466,E3,,P+,,,,
6487466,E3,,P+,,,,
6487717,E1,P+,P+,,,,
6488072,E1,P+,P+,,,,
6488145,E5,,P+,,,P+,
6490076,E4,N-,,,,,
6490097,E2,,,N-,,,
6491617,E1,,P+,,,,
6491793,E3,,P+,,,,
6491971,E4,N-,,,,,
6492033,E3,,P+,,,,
6492679,E1,P+,P+,,,,
6493024,E3,,P+,,,,
6493025,E3,P+,P+,,,,
6493249,E3,,P+,,,,
6494765,E1,,P+,,,,
6496584,E5,,P+,P+,,,
6497084,E3,P+,P+,,,,
6500975,E2,,,,,N-,
6503576,E1,P+,P+,,P+,P+,
6505842,E4,N-,,,,,
6506374,E4,N-,,,,,
6509139,E1,,P+,,,,
6510883,E1,P+,P+,,,P+,
6512122,E2,,N-,,N-,,
6512506,E5,,P+,,,,
6513449,E3,P+,P+,,,,
6513834,E1,P+,P+,,P+,,
6514862,E5,,P+,,,,
6515122,E4,N-,,,,,
6520230,E3,,P+,,,,
6520655,E1,P+,P+,,,,
6521867,E3,P+,P+,,,,
6522477,E1,,P+,,,,
6524639,E1,,P+,,P+,,
6526189,E5,,P+,P+,,,
6526329,E1,,P+,,P+,,
6526650,E1,,P+,,,,
6528847,E1,P+,P+,,,,
6528939,E5,,P+,,,,
6529203,E6,N-,,,,,
6530331,E1,,P+,,,,
6530476,E3,P+,P+,,,,
6531563,E1,,P+,,,,
6532164,E1,P+,P+,,,,
6532251,E6,N-,N-,,,,
6532751,E1,P+,P+,,P+,,
6535315,E4,,,N-,,,
6535405,E4,N-,,,,,
6540115,E1,,P+,,,,
6540294,E1,P+,P+,,P+,,
6540728,E1,P+,P+,,,,
6542773,E1,P+,P+,,P+,,
6543147,E5,,P+,,,,
6546166,E1,P+,P+,,P+,,
6546605,E6,N-,,,,,
6546804,E6,,,,N-,,
6546811,E1,,P+,,,,
6547854,E3,P+,P+,,,,
6551222,E4,N-,,,,,
6551363,E5,,P+,,,,
6553179,E6,N-,,,,,
6553905,E3,,P+,,P+,,
6557104,E3,,P+,,P+,,
6562469,E3,P+,P+,,,,
6563660,E1,,P+,,,,
6567019,E1,P+,P+,,,,
6568375,E4,,,N-,,,No Change
6570435,E5,,P+,,,,
6571371,E6,,,N-,,,More
6575670,E6,N-,,,,,
6576271,E3,P+,P+,,,,
6576348,E4,,,,,N-,
6577174,E1,,P+,,,,
6580102,E1,P+,P+,,,,
6582010,E1,P+,P+,,,,
6585763,E3,,P+,,,,
6591092,E4,N-,,,N-,,
6592036,E1,P+,P+,,P+,,
6592201,E4,N-,,,N-,,
6596249,E1,,P+,,,,
6599119,E5,,P+,,,,
6604566,E6,,,N-,,,No Change
6607470,E1,P+,P+,,,,
6609686,E3,,P+,,,,
6613299,E1,P+,P+,,,,
6614169,E3,P+,,,,,
6614507,E1,P+,P+,,P+,,
6617452,E3,P+,P+,,P+,,
6617568,E4,,,N-,,,
6618149,E3,,P+,,,,
6623334,E1,,P+,,,,
6626721,E1,,P+,,,P+,
6630878,E5,P+,P+,,,,
6631478,E1,P+,P+,,,,
6631527,E1,P+,P+,,P+,,
6632253,E3,,P+,,,,
6634222,E5,,P+,,,,
6634309,E4,N-,,,,,
6635477,E5,,,,,P+,
6636070,E6,,,N-,,,No Change
6636934,E4,N-,,,,,
6637487,E2,N-,,,,,
6638790,E2,,,,N-,,
6639265,E1,P+,P+,,P+,,
6639900,E6,,N-,N-,,,No Change
6640228,E1,P+,P+,,,,
6641197,E4,N-,,,,,
6642642,E6,N-,,,,,
6642680,E1,P+,,,,,
6643758,E4,N-,,N-,,,No Change
6643819,E4,,N-,,,,
6644039,E3,,P+,,,,
6644751,E4,N-,,,,,
6644855,E1,P+,P+,,,,
6646516,E4,,,,N-,,
6647137,E3,,P+,,,,
6647205,E1,,P+,,,,
6647729,E3,,P+,,,,
6647973,E4,N-,,,,,
6648000,E4,,,,,N-,
6648750,E4,,,,N-,,
6648832,E1,,P+,,,,
6649094,E1,P+,P+,,,,
6649228,E6,,,N-,,,More
6649679,E1,,P+,,,,
6650679,E3,,P+,,P+,,
6650826,E1,,P+,,,,
6650834,E1,,P+,,,,
6651573,E4,,,,N-,,
6652321,E3,P+,P+,,P+,,
6652629,E1,P+,,,,,
6653653,E4,N-,,,,,
6653683,E5,,P+,,,,
6654055,E6,,,N-,,,
6655062,E1,P+,P+,,,,
6655092,E1,P+,P+,,,,
6655450,E1,P+,P+,,P+,,
6656006,E1,,P+,,,,
6656203,E1,,P+,,,,
6657040,E4,N-,,,,,
6657521,E4,N-,,,,,
6658073,E1,P+,P+,,,,
6658271,E2,N-,,,,,
6658674,E1,P+,P+,,,,
6659212,E1,P+,P+,,,,
6659488,E4,N-,,,N-,,
6659731,E1,,P+,,,,
6660174,E1,P+,P+,,P+,,
6660457,E5,,P+,,,,
6662101,E1,P+,P+,,P+,,
6662447,E1,P+,P+,,,,
6663057,E5,,P+,,,,
6663571,E1,P+,P+,,P+,,
6664787,E3,,P+,,,,
6666917,E1,P+,P+,,P+,,
6667078,E1,,P+,,,,
6667537,E5,,P+,,,,
6668930,E3,,P+,,,,
6669024,E4,N-,,,,,
6670234,E5,,P+,,,,
6670380,E3,P+,P+,,P+,,
6672133,E4,,,N-,,,More
6672435,E6,N-,,,,,
6672541,E5,,P+,,,,
6672545,E1,,P+,,,,
6672843,E1,P+,P+,,,,
6673113,E3,,P+,,,,
6673411,E1,P+,P+,,P+,,
6674472,E1,,P+,,,,
6675086,E3,,P+,,,,
6675267,E6,N-,,,,,
6675507,E1,,P+,,,,
6675992,E2,N-,,,,,
6676024,E4,,,,N-,,
6676486,E1,P+,P+,,,,
6677004,E6,,,,N-,,
6678654,E6,,,,N-,,
6678703,E4,,,,N-,,
6678789,E1,P+,P+,,,,
6680517,E3,P+,P+,,,,
6680742,E1,,P+,,,,
6681996,E4,N-,,,,,
6682045,E6,N-,,,,,
6682822,E1,,P+,,,,
6683239,E3,,P+,,,,
6683797,E1,,P+,,P+,,
6687081,E4,N-,,,N-,,
6687707,E5,P+,P+,,,,
6688012,E6,N-,,,,,
6689733,E6,N-,,,,,
6690666,E3,,P+,,,,
6690981,E5,,P+,,,,
6691819,E5,,P+,,,,
6692285,E4,N-,,,,,
6692989,E3,,P+,,,,
6693625,E1,P+,P+,,P+,,
6693701,E1,,P+,,,,
6693746,E5,,P+,,,,
6694426,E4,,,,N-,,
6696087,E6,N-,,,,,
6697845,E3,,P+,,,,
6697884,E5,,,P+,,,
6702192,E3,,P+,,P+,,
6703122,E1,P+,P+,,P+,,
6703421,E1,P+,P+,,,,
6703531,E5,,P+,,,,
6704054,E1,P+,P+,,P+,,
6704731,E3,,P+,,P+,,
6705062,E2,,,N-,,,
6705537,E1,P+,P+,,,,
6705640,E1,P+,P+,,P+,,
6706367,E1,P+,P+,,,,
6706884,E3,P+,P+,,,,
6707269,E1,,P+,,,,
6713175,E1,P+,P+,,P+,,
6714914,E4,N-,,,,,
6717407,E3,P+,P+,,P+,,
6717972,E1,,P+,,,,
6719728,E6,,,N-,,,No Change
6719857,E1,,P+,,P+,,
6720796,E1,,P+,,,,
6721469,E3,,P+,,,,
6722524,E4,,,N-,,,More
6722642,E1,P+,P+,,P+,,
6722834,E5,,P+,,,,
6724392,E4,N-,,,,,
6727845,E1,P+,P+,,P+,,
6728407,E5,,P+,,,,
6729787,E5,,P+,,,,
6731480,E1,,P+,,,,
6731594,E6,,,,,N-,
6732114,E5,,P+,,,,
6732483,E3,,P+,,,,
6734342,E3,,P+,,,,
6736899,E4,N-,,,,,
6737635,E1,P+,P+,,P+,,
6737835,E3,P+,P+,,P+,,
6738097,E1,P+,P+,,,,
6738458,E4,N-,,,,,
6739187,E3,,P+,,P+,,
6739676,E6,N-,,,,,
6741715,E5,,P+,,,,
6742338,E1,P+,P+,,P+,,
6742792,E3,,P+,,P+,,
6743011,E4,N-,,,,,
6743228,E1,,P+,,,,
6743652,E4,N-,,,,,
6744396,E3,,P+,,,,
6744851,E6,,,N-,,,No Change
6746373,E1,P+,P+,,,,
6746948,E1,P+,P+,,,,
6746970,E3,P+,P+,,,,
6746979,E1,P+,P+,,,,
6746987,E1,P+,P+,,P+,,
6747195,E6,N-,,,,,
6751179,E5,,P+,P+,,,
6753579,E3,,P+,,,,
6754483,E1,P+,P+,,P+,,
6754955,E5,,P+,,,,
6756627,E3,,P+,,,,
6757067,E5,,P+,,,,
6758128,E6,N-,,,,,
6758211,E1,P+,P+,,P+,,
6758611,E3,,P+,,,,
6758675,E5,,P+,,,,
6760297,E4,N-,,,,,
6760320,E5,,P+,,,,
6760803,E3,,P+,,,,
6761931,E6,,,N-,,,No Change
6762059,E1,P+,P+,,,P+,
6763563,E4,N-,,,,,
6764041,E4,N-,,,,,
6764243,E4,N-,,,,,
6764931,E3,,P+,,,,
6768704,E6,N-,,,,,
6769771,E1,P+,P+,,,,
6771176,E6,,,N-,,,
6773595,E1,P+,P+,,P+,,
6774435,E4,,,,,N-,
6774645,E3,,P+,,,,
6775754,E3,,P+,,,,
6777921,E6,N-,,,N-,,
6779923,E1,,P+,,,,
6780061,E4,,,,N-,,
6780226,E4,N-,,,,,
6780526,E1,,P+,,,,
6781291,E4,N-,,,,,
6781307,E1,P+,P+,,P+,,
6781405,E1,P+,P+,,P+,,
6781507,E1,P+,P+,,P+,,
6781539,E3,,P+,,,,
6782195,E4,N-,,,,,
6783139,E4,N-,,,,,
6783381,E1,P+,P+,,,,
6784994,E5,,P+,,,,
6785168,E1,,P+,,P+,,
6785289,E4,N-,,,,,
6786282,E5,,P+,,,,
6786947,E4,N-,,,,,
6787475,E1,,P+,,,,
6788115,E1,P+,P+,,P+,,
6788743,E3,,P+,,,,
6788884,E4,,N-,,,,
6790035,E6,N-,,,,,
6790371,E1,,P+,,,,
6792243,E6,,,,N-,,
6792430,E6,N-,,N-,,,No Change
6795084,E1,P+,P+,,,,
6799139,E1,P+,P+,,,,
6799163,E4,N-,,,,,
6799163,E5,,P+,,,,
6800912,E3,,P+,,,,
6803860,E1,P+,P+,,P+,,
6804894,E5,,P+,,,P+,
6805574,E5,,P+,,,,
6805647,E3,P+,,,,,
6806579,E4,N-,,,,,
6807609,E4,,,,N-,,
6807821,E4,N-,,,,,
6808773,E1,,P+,,,,
6808876,E1,,P+,,P+,,
6809953,E3,,P+,,,,
6810224,E6,N-,,,,,
6810667,E2,,,N-,,,
6811610,E1,P+,P+,,,,
6811784,E1,P+,P+,,P+,,
6812029,E6,,,N-,,,No Change
6816280,E4,N-,,,,,
6816323,E6,,,,,N-,
6817092,E4,,,,N-,,
6819204,E1,,P+,,,,
6819271,E2,,,,,N-,
6822513,E6,N-,,,,,
6823317,E4,N-,,,N-,,
6824051,E2,,,,N-,,
6824393,E3,,P+,,,,
6824869,E3,,P+,,,,
6825187,E6,N-,,,,,
6826974,E4,,,,N-,,
6827391,E1,P+,P+,,P+,,
6828122,E4,,,,N-,,
6828369,E1,P+,P+,,P+,,
6828947,E1,P+,P+,,,,
6831351,E3,P+,P+,,P+,,
6832747,E1,P+,P+,,P+,,
6834177,E1,P+,P+,,,,
6834326,E1,P+,P+,,P+,,
6834340,E1,P+,P+,,,,
6834373,E1,P+,P+,,,,
6834465,E5,,P+,,,,
6835104,E3,,P+,,,,
6835524,E3,,P+,,,,
6836744,E1,P+,P+,,P+,,
6837203,E1,,P+,,,,
6837698,E3,,P+,,,,
6839075,E4,,,,N-,,
6839281,E3,P+,P+,,,P+,
6839432,E5,,P+,,,,
6840372,E3,,P+,,,,
6840793,E1,P+,P+,,,,
6842749,E6,N-,,,,,
6843383,E1,P+,P+,,P+,,
6843759,E1,P+,P+,,,,
6844196,E3,P+,P+,,,,
6845365,E3,,P+,,,,
6845788,E3,,P+,,,,
6846012,E5,,,,,P+,
6846656,E3,,P+,,,,
6847426,E4,,,,N-,,
6847830,E5,,P+,,,,
6850889,E5,,P+,,,,
6852432,E3,,P+,,,,
6852522,E3,,P+,,P+,,
6853603,E6,,,N-,,,No Change
6854435,E2,N-,,,,,
6854574,E3,,P+,,,,
6854865,E3,P+,P+,,,,
6855605,E1,P+,P+,,,,
6858297,E3,,P+,,P+,,
6859409,E1,P+,P+,,P+,,
6861008,E5,,P+,,,,
6862340,E5,,P+,,,,
6862759,E1,P+,P+,,,,
6863458,E3,,P+,,,,
6863887,E1,P+,P+,,,,
6864159,E1,P+,P+,,P+,,
6865026,E3,,P+,,,,
6866675,E3,,P+,,,,
6867893,E1,P+,P+,,,,
6869106,E3,,P+,,,,
6870032,E1,,P+,,,,
6870051,E3,P+,P+,,,,
6870117,E1,,P+,,,,
6870350,E5,,P+,,,,
6870679,E3,,P+,,,,
6873926,E2,N-,,,,,
6874709,E5,,P+,,,,
6875425,E1,,P+,,,,
6878815,E1,P+,P+,,P+,,
6882335,E3,,P+,,,,
6882908,E1,P+,P+,,P+,,
6883812,E1,P+,P+,,,,
6884033,E4,,,,N-,,
6886179,E1,P+,P+,,,,
6886442,E4,,,N-,,,
6887809,E5,,P+,,,,
6889789,E5,,P+,,,,
6890485,E5,,P+,,,,
6892315,E3,,P+,,,,
6892775,E1,P+,P+,,P+,,
6893476,E5,,P+,,,,
6896156,E3,,P+,,,,
6900492,E3,,P+,,,,
6901468,E3,,P+,,,,
6903677,E5,,P+,,,,
6904090,E2,N-,,,,,
6905978,E1,P+,P+,,P+,,
6907593,E1,P+,P+,,P+,,
6909898,E4,N-,,,,,
6911969,E5,,P+,,,,
6912261,E1,P+,P+,,,,
6912460,E3,P+,P+,,,,
6920553,E1,,P+,,,,
6921072,E5,,P+,,,,
6921425,E6,,,,N-,,
6923252,E1,,P+,,P+,,
6924517,E1,P+,P+,,P+,,
6927153,E5,,P+,,,,
6928370,E3,P+,P+,,P+,,
6929530,E1,P+,P+,,P+,,
6931165,E1,P+,P+,,,,
6940330,E5,,P+,,,,
6940348,E5,,P+,,,,
6941529,E1,,P+,,,,
6941791,E1,,P+,,,,
6941892,E1,P+,P+,,P+,,
6942220,E5,,P+,,,,
6943475,E1,P+,P+,,,,
6943738,E1,P+,P+,,,,
6945803,E5,,,,,P+,
6946236,E3,,P+,,,,
6947311,E3,,P+,,,,
6948392,E1,P+,P+,,P+,,
6948864,E5,,P+,,,,
6950249,E1,P+,P+,,,,
6952132,E3,,P+,,,,
6953356,E1,P+,P+,,,,
6955692,E1,P+,P+,,P+,,
6958044,E5,,P+,,,,
6958634,E1,P+,P+,,P+,,
6958775,E4,N-,,,,,
6959534,E3,P+,P+,,,,
6959875,E5,,P+,,,,
6961244,E1,P+,P+,,P+,,
6962712,E1,,P+,,,,
6963453,E3,P+,P+,,P+,,
6964716,E6,N-,,,,,
6965604,E1,P+,P+,,,,
6967615,E6,N-,,,,,
6968775,E4,N-,,,,,
6969103,E4,N-,,,,,
6970412,E1,,P+,,,,
6970731,E4,,,N-,,,No Change
6972878,E4,,,N-,,,
6973391,E1,,P+,,,,
6973428,E3,P+,P+,,,,
6973528,E1,P+,P+,,P+,,
6973705,E5,,P+,,,,
6975686,E1,,P+,,P+,P+,
6976336,E4,N-,,,,,
6980929,E3,,P+,,P+,,
6982537,E1,P+,P+,,,,
6983013,E5,,P+,,,,
6987835,E3,,P+,,,P+,
6989182,E1,P+,P+,,,,
6990540,E1,,P+,,,,
6993163,E1,,P+,,,,
6995128,E1,,P+,,,,
6997742,E4,N-,,,,,
6998951,E3,,P+,,,,
7002382,E1,P+,P+,,P+,,
7002740,E1,,P+,,,,
7003260,E5,,,,,P+,
7003379,E4,,,,N-,,
7010988,E5,,P+,,,,
7011374,E4,,,,N-,,
7011534,E4,N-,,,,,
7012925,E6,N-,,,,,
7016292,E1,,P+,,,,
7017354,E1,,P+,,,,
7018653,E1,P+,P+,,,,
7020235,E5,,,P+,,,
7020450,E3,,P+,,,,
7024574,E6,N-,,,,,
7025585,E3,P+,P+,,P+,,
7026171,E5,,,P+,,,
7027362,E2,,,,,N-,
7028035,E4,N-,,,,,
7029747,E1,P+,P+,,P+,,
7030521,E1,,P+,,,,
7032356,E1,P+,P+,,,,
7033580,E6,,,,N-,,
7034554,E4,,,,,N-,
7037558,E3,,P+,,,,
7038801,E3,,,,P+,,
7039642,E4,N-,,,N-,,
7040045,E1,,P+,,,,
7040492,E5,,P+,,,,
7041454,E6,N-,,,,,
7042656,E1,P+,P+,,P+,,
7044517,E6,,,N-,,,More
7044686,E4,N-,,,,,
7046505,E5,P+,P+,,,,
7046856,E3,P+,P+,,,,
7047860,E4,N-,,,,,
7048416,E4,N-,,,,,
7051690,E1,P+,P+,,,,
7053176,E3,P+,P+,,,,
7054331,E1,P+,P+,,,,
7056655,E4,N-,,,,,
7057980,E6,,,N-,,,No Change
7059233,E3,P+,P+,,,,
7060788,E1,P+,P+,,,,
7063578,E5,,P+,P+,,,
7063885,E4,N-,,,,,
7065462,E2,N-,,,N-,,
7069063,E1,P+,P+,,P+,,
7072498,E1,P+,P+,,,,
7072579,E5,,P+,,,,
7072846,E1,P+,P+,,P+,,
7075682,E3,,P+,,P+,,
7076012,E6,,,,,N-,
7076356,E3,,P+,,,,
7081922,E4,N-,,,,,
7082909,E5,,P+,,,,
7085164,E2,,,N-,,,
7085454,E3,P+,P+,,P+,,
7085590,E1,P+,P+,,P+,,
7086181,E5,,P+,,,P+,
7087727,E5,,P+,,,,
7090301,E2,N-,,,,,
7091952,E3,,P+,,,,
7096214,E1,P+,P+,,P+,,
7096748,E4,N-,,,,,
7130953,E4,N-,,,,,
7135153,E1,P+,P+,,,,
7135561,E5,,P+,,,,
7136244,E6,,,,N-,,
7137376,E1,,P+,,,,
7138534,E3,,P+,,,,
7142364,E4,N-,,,,,
7143859,E1,,P+,,,,
7145752,E6,N-,,,,,
7148520,E6,,,N-,,,
7149300,E4,,,,,N-,
7149357,E6,N-,,N-,,,No Change
7152395,E1,P+,P+,,P+,,
7152853,E6,N-,,N-,,,No Change
7154104,E1,P+,P+,,P+,,
7154933,E4,,,,N-,,
7155310,E1,P+,P+,,P+,,
7156499,E6,,,,N-,,
7156561,E1,P+,P+,,P+,,
7157584,E6,,,,,N-,
7159370,E5,,P+,,,,
7159618,E1,P+,P+,,P+,,
7160557,E6,,N-,,N-,,
7161765,E4,,,,,N-,
7161896,E4,N-,,,,,
7163338,E4,,,,N-,,
7165858,E1,,P+,,,,
7166163,E1,P+,P+,,,,
7166345,E1,P+,P+,,,,
7167425,E6,,N-,N-,,,No Change
7167774,E1,,P+,,,,
7168155,E5,,P+,,,,
7168262,E5,,P+,,,,
7170259,E4,N-,,,,,
7172188,E5,,P+,,,,
7175095,E4,,,N-,,,No Change
7175839,E5,,P+,,,,
7176413,E1,P+,P+,,P+,,
7178400,E5,,P+,,,,
7178936,E5,,P+,,,,
7179662,E5,,P+,,,,
7180632,E6,,N-,,,,
7180922,E3,,P+,,,P+,
7183508,E5,,P+,,,,
7186721,E1,,P+,,P+,,
7187848,E1,P+,P+,,P+,,
7189893,E4,N-,,,,,
7191981,E1,P+,P+,,,,
7192037,E6,N-,,,,,
7193474,E5,,P+,,,,
7198384,E1,,P+,,,,
7198445,E3,P+,P+,,,,
7199153,E1,,P+,,,,
7203641,E1,P+,P+,,,,
7204266,E3,P+,P+,,P+,,
7205027,E3,,P+,,,,
7205677,E4,,,,,N-,
7206949,E3,,P+,,P+,,
7209249,E1,P+,P+,,P+,,
7209877,E4,,,N-,,,
7210156,E3,P+,P+,,P+,,
7210474,E1,P+,P+,,,,
7210831,E1,,P+,,,,
7211380,E5,,P+,,,,
7211755,E3,,P+,,P+,,
7212060,E1,,P+,,,,
7212187,E6,,N-,,,,
7213541,E5,,P+,,,,
7213596,E1,P+,P+,,,,
7213745,E1,P+,P+,,P+,,
7214087,E1,P+,P+,,,,
7214196,E5,,P+,,,,
7214828,E5,,P+,,,,
7215135,E1,P+,P+,,,,
7216107,E4,N-,,,,,
7216452,E3,,P+,,,,
7217589,E6,N-,,,,,
7220413,E1,P+,P+,,,,
7223358,E5,,P+,,,,
7223934,E2,N-,,,,,
7224118,E4,,,,N-,,
7224540,E1,,P+,,,,
7224564,E6,,,N-,N-,,
7225852,E1,P+,P+,,P+,P+,
7225973,E6,N-,,,,,
7228629,E3,,P+,,,,
7229737,E6,N-,,,,,
7229911,E6,,,,N-,,
7230069,E1,P+,P+,,P+,,
7233191,E3,,P+,,,,
7233325,E4,N-,,,N-,,
7233520,E6,N-,,,,,
7237498,E5,,P+,,,,
7240109,E3,,P+,,,,
7241231,E1,P+,P+,,,,
7243899,E1,P+,P+,,,,
7244738,E4,,,,N-,,
7245157,E4,N-,,,,,
7247553,E3,,P+,,,,
7248646,E2,,,,,N-,
7250268,E1,P+,P+,,P+,,
7251392,E1,P+,P+,,,,
7252163,E4,N-,,,,,
7252971,E2,,,,N-,,
7255013,E3,P+,P+,,,,
7258654,E4,N-,,,,,
7266225,E5,,P+,,,,
7267368,E1,,P+,,,,
7268520,E3,,P+,,,,
7269481,E2,N-,,,N-,,
7269845,E5,,P+,,,,
7271200,E4,N-,,,,,
7273324,E4,N-,,,,,
7274691,E6,N-,,,,,
7275558,E2,,,,N-,,
7275772,E2,,,,N-,,
7276121,E1,P+,P+,,P+,,
7276204,E5,,P+,,,,
7276391,E3,,P+,,,,
7276783,E4,N-,,,,,
7276920,E3,P+,P+,,,,
7277933,E1,P+,P+,,,,
7277984,E5,,P+,,,,
7278045,E5,,P+,,,,
7279665,E6,,,N-,,,
7281142,E1,P+,P+,,P+,,
7282629,E3,,P+,,,,
7284882,E4,N-,,,,,
7287411,E5,,P+,,,,
7287518,E1,P+,P+,,P+,,
7288852,E5,,,P+,,,
7290920,E1,P+,P+,,P+,,
7291071,E1,P+,P+,,,,
7292182,E4,N-,,,,,
7292428,E3,,P+,,,,
7293565,E1,,P+,,,,
7294451,E3,,P+,,,,
7294594,E2,N-,,,,,
7295508,E1,P+,P+,,,,
7295848,E2,N-,,N-,,,No Change
7296360,E5,,P+,,,,
7297093,E4,,,,N-,,
7297324,E4,N-,,,,,
7297954,E1,P+,P+,,P+,,
7298334,E3,,P+,,,,
7298618,E5,,P+,,,,
7299492,E4,N-,,,,,
7299541,E6,,,N-,,,No Change
7299699,E1,P+,P+,,,,
7299714,E4,N-,,,,,
7299745,E1,,P+,,,,
7300149,E1,,P+,,P+,,
7300943,E3,,P+,,,,
7301520,E3,P+,P+,,,,
7301607,E1,P+,P+,,,,
7301858,E1,,P+,,,,
7301936,E4,,,,N-,,
7302018,E4,,,N-,,,No Change
7302257,E3,P+,P+,,P+,,
7302903,E5,,P+,,,,
7303336,E3,,P+,,,,
7303535,E1,,P+,,,,
7303586,E3,P+,P+,,,,
7303906,E5,,P+,,,,
7304448,E5,,P+,,,,
7306809,E1,,P+,,,,
7307025,E1,P+,P+,,,,
7307080,E6,N-,,,,,
7307970,E4,N-,,,N-,,
7308385,E1,,P+,,,,
7308914,E5,,P+,,,,
7309005,E3,,P+,,,,
7311054,E4,,,,N-,,
7311522,E4,,,N-,,,No Change
7312133,E4,,,,N-,,
7313218,E1,P+,P+,,,,
7313641,E4,,,,,N-,
7313870,E4,N-,,,,,
7314626,E5,,P+,,,,
7316488,E1,P+,P+,,,,
7317755,E6,N-,,,,,
7318833,E4,N-,,,,,
7319251,E6,N-,,,N-,,
7319446,E5,,P+,,,,
7319518,E5,,P+,,,,
7319718,E1,,P+,,,,
7319866,E1,P+,P+,,,,
7320046,E4,,,,N-,,
7320652,E4,N-,,,N-,,
7320705,E1,,P+,,,,
7321162,E4,,,N-,N-,,
7321404,E3,,P+,,,,
7321439,E1,P+,P+,,,,
7321603,E3,,P+,,,,
7322580,E4,N-,,,,,
7323127,E4,,,N-,,,
7323526,E1,,P+,,,,
7323679,E1,P+,P+,,,,
7323799,E4,N-,,,,,
7325484,E3,,P+,,P+,,
7325634,E1,P+,P+,,,,
7326348,E3,,P+,,,,
7328967,E2,N-,,,,,
7329932,E5,,P+,,,,
7330076,E1,,P+,,,,
7330127,E4,,,,N-,,
7330408,E4,,,,,N-,
7330779,E4,,,,N-,,
7331744,E3,,P+,,,,
7332268,E3,,P+,,,,
7332591,E3,,P+,,P+,,
7332648,E4,,,,,N-,
7332659,E1,,P+,,,,
7333064,E1,P+,,,,P+,
7333256,E3,,P+,,,,
7333346,E4,,,N-,,,No Change
7333691,E4,,,N-,,,
7333719,E1,P+,P+,,,,
7334929,E4,,,,,N-,
7335752,E6,N-,,,,,
7336116,E2,,,,N-,,
7336278,E1,,P+,,P+,,
7336439,E3,,P+,,,,
7336470,E4,,,,N-,,
7336530,E1,P+,P+,,,,
7336666,E4,N-,,,,,
7336735,E1,P+,P+,,,,
7336760,E5,,P+,,,,
7337293,E5,,P+,,,,
7338216,E4,,,,N-,,
7338568,E1,,P+,,,,
7338579,E5,,,P+,,,
7338807,E1,P+,P+,,P+,,
7338855,E1,P+,P+,,,,
7340119,E6,N-,,,,,
7340777,E1,P+,P+,,,,
7341424,E3,,P+,,,,
7341610,E4,N-,,,,,
7343057,E1,,P+,,,,
7343696,E4,N-,,,,,
7343696,E6,N-,,,,,
7344063,E1,P+,P+,,P+,,
7344708,E1,,P+,,,,
7345898,E3,P+,,,,,
7345949,E1,,P+,,,,
7346075,E6,,,,N-,,
7346142,E6,,N-,,,,
7346613,E1,P+,P+,,P+,,
7347945,E3,,P+,,,,
7349374,E6,N-,,,,,
7349480,E3,,P+,,,,
7352723,E5,,P+,,,,
7355333,E1,P+,P+,,P+,,
7356433,E4,N-,,,N-,,
7356669,E6,N-,,,,,
7357559,E5,,P+,,,,
7357743,E6,N-,,,,,
7359221,E3,,P+,,,,
7359317,E5,,P+,,,,
7359538,E3,,P+,,,P+,
7360258,E1,,P+,,P+,,
7360646,E1,P+,P+,,,,
7360649,E1,,P+,,,,
7360857,E1,P+,P+,,P+,,
7361099,E3,,P+,,,,
7361545,E1,P+,P+,,,,
7361741,E1,,P+,,,,
7361849,E4,,,N-,,,No Change
7361904,E1,,P+,,,,
7362277,E4,N-,,,N-,,
7362450,E1,,P+,,,,
7362955,E1,P+,,,,,
7363121,E1,,P+,,,,
7363216,E4,N-,,,,,
7363415,E6,,,N-,,,No Change
7363770,E5,,P+,,,,
7363846,E3,,P+,,,,
7363921,E4,N-,,,,,
7363969,E1,P+,P+,,,,
7364434,E5,,P+,,,,
7365674,E4,N-,,,,,
7365908,E3,,P+,,,,
7366479,E4,N-,,,,,
7366565,E5,,P+,,,,
7366961,E4,,,,N-,,
7367287,E4,,,N-,,,No Change
7367735,E1,P+,P+,,P+,,
7367761,E5,,P+,,,,
